fire_ID,latitude,longitude,size,perimeter,start_date,end_date,duration,speed,expansion,location,state,state_short,sentiment,magnitude,num_tweets
861268,-30.1104,116.0876,0.86,5.56,2017-04-11,2017-04-11,1,0.97,0.86,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861276,-30.1395,116.1026,1.71,6.48,2017-04-11,2017-04-13,3,0.95,0.57,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861280,-30.1479,116.2425,0.21,1.85,2017-04-11,2017-04-11,1,0.46,0.21,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861330,-30.3604,120.2414,0.43,3.7,2016-12-01,2016-12-01,1,0.46,0.43,"Coolgardie, WA, Australia",Western Australia,WA,-0.4000000059604645,0.4000000059604645,1
861346,-30.4437,116.1684,2.79,11.11,2017-04-12,2017-04-25,14,0.94,0.2,"Moora, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861364,-30.502,124.4107,7.5,27.78,2016-12-03,2016-12-08,6,1.68,1.25,"Kalgoorlie-Boulder, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861376,-30.5187,116.5578,0.21,1.85,2017-04-08,2017-04-08,1,0.46,0.21,"Wongan-Ballidu, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861382,-30.5187,124.432,1.71,8.33,2016-12-04,2016-12-04,1,1.31,1.71,"Kalgoorlie-Boulder, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861386,-30.5312,118.1546,0.43,2.78,2017-04-12,2017-04-13,2,0.67,0.21,"Mount Marshall, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861426,-30.6104,116.2468,14.58,32.41,2017-04-03,2017-04-26,24,1.27,0.61,"Moora, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861430,-30.6104,116.1984,2.79,8.33,2017-04-14,2017-04-22,9,1.04,0.31,"Moora, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861460,-30.7145,116.629,0.21,1.85,2017-04-11,2017-04-11,1,0.46,0.21,"Wongan-Ballidu, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861482,-30.7729,117.9751,0.43,3.7,2017-04-11,2017-04-11,1,0.46,0.43,"Mount Marshall, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861492,-30.8354,116.5427,6.0,12.04,2017-03-24,2017-04-09,17,1.34,0.35,"Wongan-Ballidu, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861626,-31.1645,117.5592,0.43,2.78,2017-04-10,2017-04-13,4,0.31,0.11,"Wyalkatchem, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861658,-31.227,117.174,1.29,6.48,2017-04-10,2017-04-11,2,0.6,0.64,"Dowerin, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861696,-31.3187,119.3559,1.93,8.33,2017-04-05,2017-04-09,5,0.64,0.39,"Yilgarn, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861698,-31.3229,117.6248,1.07,5.56,2017-04-11,2017-04-11,1,0.85,1.07,"Wyalkatchem, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861722,-31.3937,117.4547,2.57,11.11,2017-04-03,2017-04-16,14,0.63,0.18,"Wyalkatchem, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861888,-32.1895,126.1902,97.54,70.38,2016-12-04,2016-12-20,17,4.93,5.74,"Dundas, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861906,-32.2104,125.6774,0.43,3.7,2016-12-07,2016-12-09,3,0.35,0.14,"Dundas, WA, Australia",Western Australia,WA,0.0,0.5,1
861966,-32.7729,123.3983,32.37,34.26,2016-12-10,2016-12-14,5,2.01,6.47,"Esperance, WA, Australia",Western Australia,WA,0.0,0.5,1
861972,-32.8312,119.3239,0.21,1.85,2017-04-12,2017-04-12,1,0.46,0.21,"Lake Grace, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862052,-33.2354,119.8176,0.86,4.63,2017-04-05,2017-04-08,4,0.52,0.21,"Lake Grace, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862074,-33.3645,122.799,1.71,5.56,2017-04-03,2017-04-09,7,0.85,0.24,"Esperance, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862146,-33.7604,122.5011,2.79,11.11,2017-04-01,2017-04-10,10,0.68,0.28,"Esperance, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862150,-33.802,120.5851,4.5,12.96,2017-03-26,2017-04-10,16,1.7,0.28,"Ravensthorpe, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862154,-33.8062,120.6511,6.22,22.22,2017-03-21,2017-04-09,20,1.49,0.31,"Ravensthorpe, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
862162,-41.1854,145.0751,60.02,61.12,2016-01-13,2016-02-01,20,6.31,3.0,"Circular Head, TAS, Australia",Tasmania,TAS,0.10000000149011612,1.0,5
862164,-41.2854,145.1198,245.88,203.72,2016-01-14,2016-02-22,40,6.6,6.15,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.5,7
